[687,155.74243022419682,1.9847756472881883,3,59,543,315246]
[346,104.16080809195155,0.3767299326136708,2,163,446,161450]
[217,123.24340082604489,0.7336287805810571,4,153,611,121083]
[81,121.02768377584117,4.960566031513736,3,44,975,289030]
[928,7.068002915785454,4.3439971213229,25,35,180,333168]
[982,2.3978565018579543,1.668252742383629,16,65,391,145822]
[471,156.94876976852356,1.6290386428590864,1,102,192,240494]
[124,176.25416847018738,4.810671275481582,24,28,517,114928]
[536,56.31288431695703,1.2603150913491845,3,178,175,165632]
[782,9.169388238979568,4.567753814626485,17,111,385,102682]
[456,57.580814953170346,2.5814138422720134,13,96,867,176145]
[860,163.99973686093057,0.3229170339182019,11,25,526,230044]
[340,119.23257437249308,1.6449438815470785,7,120,204,224735]
[827,43.17907965511873,3.4643264568876475,7,182,518,61694]
[823,97.0235965949461,2.8760310541838408,7,55,186,396027]
[3,67.92915845751945,1.4810190571006387,14,54,893,227725]
[857,115.1522152637727,4.797586876666173,7,77,42,5959]
[302,183.08056540018273,2.1680033986922354,22,105,603,349642]
[675,168.5330935092886,2.8043411613907665,17,44,593,64382]
[692,75.53033274516189,1.8748706206679344,18,136,698,85503]
[770,114.29579913500467,2.43478778982535,19,108,14,135305]
[652,174.58457252315958,3.392049790127203,28,183,326,281191]
[545,37.9818708959015,1.4876094087958336,16,194,378,301772]
[552,97.5558169004611,2.2435991722159088,20,60,751,153767]
[512,145.74464938373728,1.0260977980215102,7,190,2,86178]
[30,4.951844102917929,3.8023520028218627,10,170,842,281864]
[458,118.34649483523859,2.161678384291008,17,124,355,168899]
[388,114.90348539374918,2.1005815104581416,24,200,997,390657]
[655,145.26034129423613,3.925536657916382,16,20,710,220808]
[920,163.29686013156137,4.938406163128093,15,40,783,219129]
[331,175.19868809208094,0.5999071465339512,16,64,205,293486]
[392,27.75264123779848,3.3547915960662067,25,134,659,177119]
[60,160.01957578364625,1.0596742550842464,22,94,534,327219]
[649,143.86773154152877,4.911603023065254,22,190,77,211214]
[602,12.246564285259787,2.556554591283202,27,182,651,252390]
[503,18.996309276120247,2.3200119694229215,3,12,478,339458]
[446,193.2699111443857,3.899803003296256,16,58,599,342847]
[896,126.66261790277966,4.692877475172281,26,190,12,99846]
[187,162.93224511984567,1.3631818571593612,10,7,942,63909]
[658,119.78801751113919,0.7264646200928837,18,43,656,213057]
[867,148.0506209782277,4.689650986110792,23,150,269,358937]
[220,36.97724499728872,4.706291422480717,14,17,520,38079]
[226,131.64509182663562,3.5091546387411654,18,172,921,182258]
[736,95.32644767719975,0.3802510641980916,12,129,407,349325]
[301,34.97353456128936,3.9022546855267137,19,147,387,121007]
[274,124.63382814981294,0.4006343812216073,1,14,776,136843]
[463,91.75101027103204,2.769339029910043,13,36,298,218934]
[68,35.77263453276241,4.0725655981805176,10,128,323,39911]
[808,110.23062743692539,1.2240180966909975,25,184,329,126179]
[201,208.9568066118434,1.1990939313545823,6,163,568,375986]
[621,212.84748886398,3.6058225540909916,8,70,388,311200]
[546,156.58754531311894,3.8593952357769012,29,140,975,179855]
[202,224.46226838369464,0.559065171983093,4,15,908,87259]
[917,185.68990101544856,3.2448254991322756,12,100,967,382540]
[490,0.02326313236403919,3.6197254178114235,22,25,424,148699]
[99,146.9408873612676,0.2801911346614361,20,182,842,321720]
[27,89.42283644762219,2.5532147008925676,9,63,980,218964]
[823,34.08739515918046,2.7907213696744293,2,127,553,208088]
[917,170.41703946450357,1.9618357624858618,15,120,831,74253]
[955,158.14486546279764,3.770169644849375,28,122,352,277666]
[339,200.4983924867613,0.5886306299362332,12,139,512,288667]
[396,13.980572797077082,1.9096898648422211,2,67,238,47524]
[42,90.49273091996515,1.3851283956319094,8,121,106,383213]
[730,54.973456587540994,4.898534050444141,14,88,273,40474]
[249,143.44106243681824,2.2673330432735384,27,54,12,111350]
[458,14.596014584181939,2.7384759194683284,24,135,154,28624]
[730,190.6748094820371,1.9764733803458512,17,56,326,349889]
[620,165.96956002793985,0.038650851929560304,5,179,48,90545]
[607,59.51121977194726,2.9866458277683705,3,179,253,388515]
[95,173.19391519467055,1.7603474168572575,26,118,11,259273]
[506,130.18534687799084,0.5321834585629404,13,140,448,185994]
[918,70.91465193167686,1.146573800360784,21,188,892,326455]
[847,143.02730524213428,0.05998753244057298,12,159,977,308057]
[174,142.63816732892437,3.12352814944461,18,180,611,104561]
[335,7.467568100657254,2.2385762829799205,28,198,145,361486]
[736,15.068107017830009,0.11782318586483598,17,55,978,393401]
[192,22.45244355226608,1.1404366267379373,8,63,484,127359]
[592,98.97643480477257,4.188413145020604,24,44,322,6007]
[839,77.2624790894829,0.14658794389106333,8,58,698,215511]
[658,223.7178004228513,3.747381193097681,25,118,964,45618]
[198,154.2810345108821,0.27256108121946454,6,156,314,320616]
[708,26.171137008820175,3.328636576188728,16,118,624,212474]
[169,91.44520012409616,0.2410788950510323,13,135,540,97447]
[618,123.25983867612324,0.8710485976189375,28,123,937,390502]
[339,12.726837913648868,2.3559670650865883,14,197,275,286674]
[774,53.46783954663677,4.7342280589509755,19,52,967,74905]
[545,103.9372117482631,2.5738688150886446,12,77,263,168001]
[272,134.51313908417205,1.3106718729250133,18,86,705,150820]
[404,129.96328558887723,3.6453681346029043,13,180,223,72763]
[166,1.4139409107609113,0.609736240003258,22,54,377,180127]
[961,14.745419520335032,0.30887046828866005,15,107,207,345886]
[742,144.86736005496113,2.7911732450593263,1,114,214,158949]
[375,142.2836865745773,1.8798424198757857,12,173,635,150561]
[32,193.8874811037909,3.5197681095451117,22,48,121,35917]
[247,25.742585703317346,2.3007783945649862,21,108,507,193159]
[817,92.35646222095197,1.1987993004731834,13,1,39,10956]
[146,40.96605766805051,4.385357527062297,1,52,127,10598]
[689,94.85132156851057,2.641746550798416,6,198,720,27111]
[692,130.86931928423905,3.9575118687935174,18,62,584,181300]
[41,227.31953529917683,3.2889615115709603,3,41,306,81504]
[663,71.0074688996126,0.40303573245182633,18,84,205,219080]
[657,58.24778880058003,1.5241510118357837,2,184,902,64537]
[844,82.70024422527622,2.3829957062844187,21,198,315,254457]
[702,96.133442796998,3.6177210125606507,15,138,535,51395]
[421,147.21287967635772,2.8068914683535695,26,16,531,118364]
[214,92.89872460276887,2.725707325153053,24,103,493,7266]
[138,50.286771747182065,2.3056346620433033,15,24,841,117991]
[629,110.98373540902703,3.6668252025265247,25,156,827,218641]
[601,18.686166736430206,4.028707508696243,4,100,701,131407]
[253,81.65421526151152,0.818879910511896,9,102,122,290195]
[59,53.23147748308533,4.8574440204538405,29,33,960,284029]
[882,56.382300965636816,2.667704081395641,11,185,894,289445]
[273,77.30522213514222,4.48022517724894,22,150,724,22874]
[368,127.75480294321555,0.29246347723528743,1,174,348,206412]
[643,137.89972632081896,3.911805907264352,7,8,588,157973]
[862,60.00028214478412,1.5965257282368839,1,129,289,18099]
[486,154.94979819180742,1.43359811976552,16,88,374,75047]
[42,13.236476946487167,0.8240263944026083,27,109,325,330975]
[171,127.32979257572318,4.2208415968343616,2,78,537,156369]
[764,68.13541928829068,0.5127654492389411,10,86,883,145492]
[660,208.27154129936017,4.542080275714397,7,85,11,282572]
[63,49.77471367853276,0.30106685939244926,21,94,561,15712]
[388,11.878739012853666,2.7064681227784604,11,27,488,110964]
[501,203.4112976716113,3.3512715180404484,10,14,33,305349]
[724,176.45726589031264,1.033091600984335,1,106,880,231961]
[229,150.20777142237753,3.359928843565285,14,112,41,370148]
[13,120.49304115671939,4.040739694610238,1,62,777,223645]
[387,177.33738977150912,1.150544307893142,13,79,431,231114]
[671,118.7836702340289,3.6050622316543013,26,168,947,29352]
[972,150.27279803669882,2.0520456379745156,6,6,71,14018]
[717,144.76153123054974,2.8230290953069925,10,7,228,391289]
[525,126.06838728796112,1.3589672674424946,25,35,677,243961]
[395,213.1304976288275,0.38544975221157074,26,88,600,159187]
[621,89.31329304929545,2.119703454663977,20,200,516,351620]
[496,76.02070481743054,2.7184749708976597,5,8,701,373820]
[739,99.25882880066325,2.119197426363826,21,99,871,126623]
[139,158.47316809117757,0.04543269984424114,27,178,612,107119]
[933,33.82660768254976,4.546926750335842,26,31,997,270208]
[630,64.15737503474877,0.6878732645418495,25,188,352,21554]
[578,149.04972390029693,2.866151831112802,28,68,119,149195]
[322,70.58404563996378,4.336726404726505,1,158,717,313025]
[210,25.511519410665766,1.024911052081734,3,116,294,255709]
[420,48.100631347406704,1.8295580660924315,2,180,539,183235]
[98,80.64008288924501,0.3501484543085098,18,65,556,376313]
[316,132.46574170108798,1.6448915586806834,24,1,741,35669]
[798,42.07461974456681,4.516749255126342,1,142,181,211545]
[216,44.20816228320078,4.816922446480021,15,21,466,392172]
[324,228.49954997204932,4.795916606672108,29,169,570,157186]
[540,56.40422982412173,3.0521300935652107,14,168,220,340714]
[925,26.469663552958014,1.5562557778321207,25,127,683,245230]
[602,67.30705668217638,3.0544916389044374,5,95,290,368783]
[749,13.994527509194707,1.6672286414541304,14,18,407,243595]
[538,55.540268467364704,3.8920004572719336,10,23,390,307539]
[859,91.04921175721208,2.4889623967465013,2,15,755,139059]
[870,149.13906591937595,0.2936081530060619,7,116,325,288143]
[137,164.2538835341899,0.6176257191691548,27,1,508,366534]
[519,202.08856301227132,3.811303701950237,6,15,96,258540]
[548,41.62658071481926,0.41001534787938,3,165,535,274407]
[286,43.87099198914814,2.1756079385522753,4,134,849,252123]
[70,62.82498034659769,2.000680632190779,22,7,607,344517]
[687,28.233573555905423,2.9321205045562238,2,69,869,46694]
[152,94.37027366004386,1.8661027727648616,21,76,942,391508]
[82,135.96293000674055,2.468782006762922,2,170,247,281475]
[800,159.70125423373688,2.0754719560500234,28,140,54,133742]
[424,2.753942312907578,2.0712092134635895,17,67,11,284164]
[356,149.9503441760068,4.76518425042741,6,70,729,342481]
[494,160.0710542463631,2.9916892293840647,1,159,416,123703]
[562,129.6813930690165,2.0247225172352046,14,167,801,42565]
[560,68.90726246363721,3.298782128840685,27,13,127,184406]
[498,171.5894902904304,2.7336849027778953,9,133,200,163770]
[851,62.71276747553567,4.127628856804222,23,197,147,295872]
[486,10.725177117566561,4.621977930655703,1,108,875,108374]
[521,69.06120207435751,3.380448679672554,20,118,646,108864]
[378,207.78780573873266,1.982733648037538,26,119,401,366790]
[800,147.92720844163813,3.4713071130681783,10,50,202,108612]
[682,201.70989559108014,4.620214543538168,3,2,636,1546]
[55,86.33975833144079,4.77553223608993,15,98,355,37104]
[789,119.29387482929809,0.24972796207293868,8,49,51,50738]
[382,211.3101919639572,3.101868655066937,28,16,820,70358]
[136,114.44932254664494,0.5829019017983228,6,171,438,263902]
[987,163.54053082896385,2.232031802413985,1,160,687,5857]
[569,58.844533768875294,4.567237955052406,4,126,638,241061]
[348,49.28119153349071,4.083216157741845,7,104,774,214554]
[690,36.176730199627535,4.285802841186523,14,35,927,47988]
[18,98.73142901678027,2.1284521906636655,2,106,69,362124]
[203,146.87276221651112,0.9325014101341367,26,179,348,213764]
[710,201.6053684367025,4.432643698528409,10,78,983,94988]
[907,109.64567124086584,3.238227739930153,26,129,464,16634]
[164,20.261027032873617,3.756862023146823,20,185,605,61054]
[932,157.3724233856945,4.070869956631213,10,190,201,237971]
[486,156.89926139268155,4.497808839660138,29,142,891,341438]
[376,164.57555960467377,4.984531853115186,17,2,232,158480]
[514,7.445200268194904,4.934727426152676,13,91,103,289640]
[171,233.780649724419,2.9830829426646233,16,70,935,209532]
[560,192.6003469698954,0.870063261827454,24,101,72,75410]
[435,55.83460475447727,4.939307372551411,7,37,706,370682]
[946,66.00473225353984,4.3598552502226084,13,56,50,90762]
[405,103.87259831902304,1.5912110265344381,9,8,336,123675]
[293,120.15881694088374,4.660237996140495,24,49,248,15559]
[952,56.17970839141902,2.005469499854371,14,178,594,285184]
[497,173.01615176132498,4.686250333907083,14,87,822,308548]
[497,152.3559487049255,3.8029984245076776,6,132,333,391041]
[234,7.624146203711975,3.0435884674079716,10,79,944,69495]
[980,187.90005976189312,4.147238507866859,2,46,18,227748]
[984,65.45926589476578,4.188813770888373,4,92,597,361954]
[612,70.38612452633491,1.5647904900833964,21,139,254,100695]
[755,0.6648380733239648,1.6844855609815568,15,198,556,236201]
[899,49.7772759968256,3.449349756119773,27,96,572,365157]
[930,127.49110705134628,0.6070124090183526,12,190,100,223231]
[518,115.41112770059016,2.1228600770700723,18,87,520,162445]
[679,218.29015906072095,0.5673149705398828,27,106,892,281557]
[407,186.08211077719574,1.6006710147485137,22,109,898,3051]
[298,111.54656151040298,4.749741966370493,2,133,911,220380]
[11,179.26047166674005,1.9370347901713103,20,169,361,105684]
[872,111.84391605176478,2.3894724308047444,27,57,616,168948]
[143,54.84421407546152,3.9166191313415766,8,173,448,322341]
[303,152.11570812557702,0.19632602110505104,11,84,147,306664]
[777,46.30901381553759,1.1734404554590583,4,97,770,288875]
[351,139.57933199156983,1.214005989022553,4,52,871,118661]
[707,37.25598662674946,1.8499281688127667,7,132,104,369260]
[485,137.05681714704522,0.17904729233123362,20,153,210,54812]
[484,149.60885730967036,0.324345245026052,10,85,665,72136]
[726,179.53264852752426,1.0213130910415202,16,1,149,175949]
[751,142.8469118282473,4.104427190031856,12,90,814,68000]
[229,23.099294029486224,2.693499883171171,3,186,960,349150]
[207,31.308920911076612,1.065042435657233,29,141,26,222628]
[415,123.51167719990661,3.8929168798495084,9,4,334,261829]
[329,34.86183279599451,2.4840131355449557,10,142,599,385645]
[953,109.82398048756919,3.851329059107229,29,122,603,171361]
[249,109.57794823857914,3.083653587382287,16,87,26,289653]
[424,22.359254473406143,4.5487893326207995,28,36,854,144634]
[78,4.164976524524353,0.13136396650224924,27,183,470,112291]
[206,5.3766123661867296,0.794243321288377,18,37,541,335555]
[115,225.70281007945877,4.986242823069915,19,177,999,311028]
[371,203.10987133585377,0.8916059089824557,29,121,230,246667]
[352,129.52537381398977,3.7572215439286083,15,129,684,159984]
[226,152.45479741766604,1.3601479842327535,7,199,522,33629]
[43,24.113757838999746,0.5041855247691274,17,49,415,175222]
[226,98.78467672373263,1.0569416685029864,11,160,654,319022]
[53,110.77579386709036,3.42025805846788,10,144,61,274137]
[470,41.56075102136483,1.5054459008388221,11,35,400,240777]
[679,132.78243992703048,3.2481458876281977,16,181,44,354208]
[716,161.2626808105918,3.395690709585324,20,11,235,196660]
[377,183.62293087127384,4.593535677995533,1,102,854,7425]
[586,182.43957528988352,3.0254051135852933,18,183,24,333333]
[623,141.32776017109404,1.0410091106314212,3,148,804,215890]
[718,151.2854608960953,4.4950340944342315,27,93,882,107004]
[1000,91.36203815227233,2.2393288637977093,28,13,693,220161]
[775,106.04854672326051,4.133125444641337,27,94,545,227740]
[361,163.56781092544873,4.792505888035521,24,124,829,359419]
[253,10.649634327139681,3.377280323766172,7,103,924,90062]
[503,99.4941932644412,3.918158025480807,3,35,927,325155]
[447,20.70045506912732,1.2539341137744486,10,123,88,41771]
[37,128.12443457622354,4.232423990033567,15,79,803,363794]
[345,38.81245185408286,3.3356293838005513,18,165,247,912]
[83,26.24158331443411,1.4329721010290086,3,46,433,356114]
[346,62.91496688838186,3.1970815325621516,6,71,808,367627]
[519,58.510157804953685,4.148562521440908,29,158,451,199407]
[564,92.22526462088152,4.631383984815329,18,96,125,22692]
[988,102.27696032408572,4.735345448134467,11,123,743,131126]
[920,84.23687731461035,4.1083751153200865,2,167,607,377106]
[137,102.81967010353256,4.978455739328638,27,189,155,304869]
[55,136.52965375442867,4.925802735378966,2,14,384,217728]
[691,177.48148481770352,3.1019521749112755,17,19,15,103065]
[8,128.84590592026385,0.8917221520096064,14,28,342,260118]
[583,111.74478076960656,4.555777817731723,15,102,694,104047]
[704,38.048873835576025,3.9268717577215284,23,76,498,214625]
[121,21.804074331721306,2.3264595959335566,3,187,529,120076]
[385,84.36685813047133,0.8891160727944225,3,17,963,105181]
[592,109.76546493316918,3.625547937117517,11,177,526,393201]
[33,67.11852095046513,3.6771947925444692,3,146,598,141208]
[164,173.97471925388683,4.560380899347365,22,40,169,297393]
[762,57.34836633756717,2.67355656134896,23,126,647,254870]
[696,66.09577197489628,2.429198988247663,24,45,697,69747]
[418,116.0778548764399,0.4909769771620631,7,167,365,145960]
[523,24.259116785943718,4.078299147076905,4,169,633,280551]
[668,89.93836773898161,2.1844281489029527,10,130,387,90097]
[488,145.02442273909202,0.2674807363655418,7,102,635,249965]
[653,31.02235427709187,0.29363751178607345,15,111,258,380108]
[701,131.385861332914,2.0199779816903174,20,122,411,189301]
[864,121.3157710312476,0.6908091495279223,13,123,176,210990]
[203,91.10152942193031,0.33995001344010234,19,75,815,38071]
[869,142.76247631960288,1.654756577918306,23,128,340,280979]
[254,138.84936560147344,4.130782819120213,6,198,915,355305]
[667,93.57202012796273,1.052777802105993,25,128,205,20059]
[506,49.797894158602666,3.0841100413817912,18,132,678,147677]
[259,13.731321952347624,1.8822838191408664,13,133,737,188688]
[151,31.286099112719498,0.1975399604998529,26,172,176,152905]
[709,90.21349627373625,0.44235379667952657,2,76,758,56173]
[693,107.74347475049173,3.421024524141103,14,200,85,257639]
[929,212.8615550205695,4.740462442860007,16,184,350,357131]
[253,120.48039591319477,3.5961530066560954,15,77,323,98101]
[539,155.43181479284365,2.689158305292949,11,143,591,376161]
[637,68.69369642428424,3.251485483488068,29,122,466,269743]
[795,101.3581029748626,4.624077007174492,9,114,681,126505]
[8,103.49718758384964,0.9770945331547409,4,70,751,219696]
[555,17.23017214392006,4.461203872924671,27,150,714,201474]
[824,176.72315404960085,1.0291339887771755,27,19,791,41938]
[132,170.94525035617608,3.672940160613507,22,141,843,150700]
[967,133.37518243195595,3.9213808334898204,2,60,103,51702]
[564,30.683446313650887,1.9006654934491962,10,38,211,467]
[28,25.367921679386086,3.9811511838342994,28,31,377,379239]
[684,14.818034327620724,1.0513461020309478,24,181,660,399626]
[339,212.66718695373325,0.18764058011583984,25,114,393,149449]
[409,185.163939419157,3.2754211931023747,18,102,148,349704]
[781,109.52780873276944,4.051223990973085,6,109,241,33954]
[86,149.04815722452162,2.853089513955638,4,151,227,253191]
[716,49.75729317103691,1.5805402712430805,17,137,613,278798]
[430,220.04914332405957,2.172633226728067,5,98,458,375679]
[609,33.316572368446,1.962004080414772,26,94,356,97837]
[170,112.19238682595078,2.887139393715188,4,4,962,182965]
[705,51.7314438836713,2.2669255104847252,14,115,554,292556]
[583,80.52692102732223,2.7477841824293137,15,141,26,292454]
[545,124.90651817535064,2.5009192433208227,1,129,678,109038]
[432,117.95311304691299,4.79031071299687,7,172,586,241462]
[678,68.20974624202171,0.40224958560429513,10,10,103,280043]
[374,139.7638237345004,0.7022947235964239,25,151,167,198306]
[532,77.8197830048718,1.3448437280021608,10,23,25,154775]
[133,2.0024421799636056,3.183803806314245,19,141,149,166676]
[559,155.8211860123872,1.0423214989714324,2,141,964,260833]
[111,136.35037435671893,4.345500092022121,13,122,100,327092]
[739,12.103355997250226,3.202155017061159,26,14,755,72084]
[656,141.9591431599797,0.14141273102723062,2,83,92,366734]
[460,35.5554949454054,0.3123062558006495,5,20,838,101082]
[441,127.44844062923185,2.700974728213623,2,10,210,364172]
[254,67.97051751470026,0.5809120344929397,27,182,391,372449]
[801,98.04154620034552,0.8519578841514885,2,64,365,270247]
[797,164.7279436079774,0.29022053349763155,29,76,936,91815]
[686,34.625739090724146,2.8885380388237536,29,181,416,331763]
[801,169.8590889167022,1.0255277901887894,25,22,717,97204]
[730,22.80336216752736,0.10898458189330995,8,126,172,278212]
[211,95.51234170682316,4.182190201245248,15,113,837,128894]
[803,125.08140702108251,1.605283769313246,28,96,607,293349]
[304,25.997249320106683,1.1222795047797263,13,97,884,398926]
[73,170.85603338493817,0.006913470569998026,20,188,913,105453]
[576,126.56943312840811,4.76236064103432,22,69,218,3503]
[697,65.9083909973468,2.593906621914357,25,163,746,307044]
[877,68.46737812151669,4.755461048334837,21,133,67,319402]
[314,125.88426868054732,0.9554192598443478,4,173,422,147108]
[330,52.76251271849793,2.8163748094812036,16,6,270,383885]
[333,164.14743565282976,1.8048993381671607,25,11,487,69365]
[641,167.4595739105347,3.978172136703506,11,113,35,159292]
[269,138.48355400888937,4.546805345453322,6,158,494,220526]
[314,101.59064740061076,0.3069528378546238,22,69,805,93512]
[393,5.4723681364508705,2.4715594376903027,8,7,995,371696]
[273,99.94062459908967,2.2598176694009453,16,165,988,314784]
[472,52.04209942171055,1.2780419376213104,12,171,692,274]
[522,0.6118137662192329,1.2881251994986087,18,151,392,105339]
[836,121.10789981389405,3.9976778847631067,18,64,544,298755]
[442,46.87337141961091,0.5962109053507447,13,55,720,78828]
[420,5.606166888956356,0.2407868136651814,28,4,729,175911]
[603,92.49084212375719,2.111960290931165,3,19,298,326778]
[594,113.62040863645754,4.467361748684198,6,119,313,54716]
[178,65.68810701700211,4.329541112529114,2,102,117,40099]
[237,181.7849509851667,2.0411549822892994,1,28,958,250165]
[486,38.752379640338624,3.3411743969190866,22,96,919,354742]
[800,114.14546216212501,2.967143936548382,4,5,757,281647]
[227,105.78550646319167,0.8632651739753783,4,74,30,114762]
[910,19.361722594005812,4.789481037296355,3,180,127,320984]
[800,168.23253152643247,4.232665704330429,2,191,326,318067]
[129,177.94686504613225,0.8563835453242064,9,182,213,372568]
[946,138.07843100056695,2.6950660010334104,21,199,700,392777]
[582,81.6312194739453,1.6259296867065132,21,80,199,309251]
[536,163.01942193867552,3.1364970363210887,5,174,923,35811]
[166,21.96316052303987,2.3765301145613194,21,133,181,120702]
[837,148.23093582688603,1.4189151849132031,17,4,463,257507]
[728,74.3187465890685,2.4766975978855044,23,79,442,37458]
[643,59.18587784641154,4.571756285149604,16,147,817,395216]
[869,6.599985725907109,3.625008463859558,17,184,438,135365]
[978,44.816837983370725,0.8600610564462841,14,31,98,380669]
[656,52.95836444901016,1.4228956552688032,14,167,494,380570]
[412,105.1175953235726,0.78984156367369,9,19,185,301759]
[955,183.92403697484895,2.2421461867634207,27,41,161,385962]
[315,36.739573452066416,2.9980808845721185,13,56,624,355170]
[693,28.228461013283834,3.7069802382029593,21,195,915,310939]
[891,154.16744589949656,0.11656183865852654,19,122,9,146186]
[562,30.692676059919528,3.150739084230736,19,26,79,229540]
[64,90.59247006667854,4.84093226143159,19,174,497,120709]
[654,83.04489407924041,2.030097630340606,23,147,999,134200]
[347,78.8271512309207,0.33382591558620334,1,60,990,269645]
[561,77.07585690097659,4.551830133423209,11,122,537,181685]
[770,11.741776936405367,0.35494071897119284,24,113,959,307501]
[243,131.66026364521568,0.5019921506755054,1,184,198,253106]
[714,5.972278672064369,0.5429094342980534,7,182,985,44204]
[824,45.33715818658083,2.8250123315956444,8,45,921,75237]
[100,110.84317986836,0.7706854271236807,7,128,49,256855]
[562,59.76904474048457,4.501699197571725,17,25,293,375318]
[979,109.98788570093247,2.9702054348308593,25,67,744,6976]
[561,85.85748489284288,4.85192806343548,23,133,413,255302]
[175,186.43130820442465,2.683313137385994,8,78,630,233995]
[15,23.85062472996996,1.018355458509177,7,78,492,267067]
[813,63.751660592867374,3.748920935904607,6,199,324,5187]
[807,176.1531957112568,2.949442535173148,23,9,246,230250]
[373,47.412649184491265,3.1558320799376816,3,30,243,170924]
[425,72.53497471122726,0.1808427437208593,17,56,704,225626]
[447,11.582264359138353,3.575059777358547,8,129,779,358002]
[637,166.0384962827791,3.4628754877485335,20,68,243,181094]
[166,56.849204995273695,3.1744903651997447,21,190,529,115454]
[333,71.48470304146059,2.4659326195251197,3,121,253,161750]
[376,40.43670642172343,1.1813395179342479,18,72,31,207711]
[49,2.888963722631358,4.9056897044647485,8,75,935,83327]
[917,78.09571086708118,3.563879185821861,9,88,642,85016]
[392,86.15426157602784,1.4667526190169156,18,90,387,93615]
[509,171.5235894560439,2.737647619796917,25,187,329,203280]
[665,31.33644831330729,3.711238329997286,18,160,33,383789]
[128,108.65951591858486,1.9470582390204072,26,119,406,177423]
[926,145.74901031336125,4.35686374665238,4,174,769,126288]
[823,63.234447081437324,0.6850325886625797,24,91,389,358540]
[333,117.90529490191129,3.7423884018789977,11,21,359,37294]
[150,42.41332469160171,4.577706435229629,12,190,967,249781]
[388,106.77180961455349,4.974277779692784,16,97,496,348746]
[436,149.50476504068516,0.5985284014604986,25,138,243,287361]
[906,160.1959997822224,1.1171781353186816,16,84,148,172385]
[645,43.88383761080812,2.6747269183397293,22,165,339,78843]
[304,120.04176672988572,2.0106710819527507,17,161,928,352396]
[383,0.686858931986684,1.398588779848069,9,122,99,303555]
[991,126.50295910656969,1.1050009925384074,1,77,745,340748]
[1,81.76545081415681,3.784079506294802,26,71,149,226922]
[563,132.5246206833531,1.6716316994279623,9,136,807,229802]
[319,220.40542518099141,4.7495248599443585,24,154,8,285020]
[967,170.14239476885513,1.9188071403186768,6,9,291,53515]
[334,151.693842891352,0.5939003312960267,3,83,279,68802]
[655,135.9621700434468,0.5652806779835373,3,110,377,223935]
[188,81.37863402403899,1.3037939695641398,16,49,377,67827]
[937,75.54444677574413,1.9387142348568887,16,149,357,134473]
[970,0.7055733280635682,3.579766828333959,28,116,232,227833]
[510,76.9737557963381,3.8027843949384987,6,158,306,264572]
[678,187.06642425066332,3.8101893418934196,24,28,782,199598]
[402,8.842102639254927,1.0330526321195066,5,161,223,311715]
[747,74.25959744202522,4.299210904864594,19,17,286,228012]
[863,81.68688134201199,0.9655681694857776,17,185,393,267929]
[160,25.96918736061771,0.3440576605498791,7,6,405,371793]
[733,11.115385342203535,4.911852176301181,28,171,890,40769]
